type,start_id,end_id,end_type
prerequisite,l2_text_preprocessing_for_sequences,l2_language_modeling,L2
has_resource,l1-11,res_lecture_循环神经网络,Resource
has_resource,l1-11,res_ppt_循环神经网络,Resource
has_resource,l1-11,res_video_循环神经网络,Resource
contains,l1-11,l2_one_hot_encoding,L2
contains,l1-11,l2_rnn_model_initialization,L2
contains,l1-11,l2_hidden_state_initialization,L2
contains,l1-11,l2_rnn_forward_computation,L2
contains,l1-11,l2_warm_up_period,L2
contains,l1-11,l2_gradient_clipping,L2
contains,l2_one_hot_encoding,l3_implement_one_hot_encoding,L3
contains,l2_rnn_model_initialization,l3_define_rnn_parameters,L3
contains,l2_hidden_state_initialization,l3_implement_init_rnn_state,L3
contains,l2_rnn_forward_computation,l3_implement_rnn_step_loop,L3
contains,l2_rnn_forward_computation,l3_wrap_rnn_in_class,L3
contains,l2_warm_up_period,l3_implement_prediction_with_warmup,L3
contains,l2_gradient_clipping,l3_compute_and_clip_gradients,L3
prerequisite,l2_one_hot_encoding,l2_rnn_forward_computation,L2
prerequisite,l2_hidden_state_initialization,l2_rnn_forward_computation,L2
prerequisite,l2_rnn_forward_computation,l2_warm_up_period,L2
prerequisite,l2_rnn_forward_computation,l2_gradient_clipping,L2
prerequisite,l3_implement_one_hot_encoding,l3_implement_rnn_step_loop,L3
prerequisite,l3_define_rnn_parameters,l3_implement_rnn_step_loop,L3
prerequisite,l3_implement_init_rnn_state,l3_implement_rnn_step_loop,L3
prerequisite,l3_implement_rnn_step_loop,l3_wrap_rnn_in_class,L3
prerequisite,l3_wrap_rnn_in_class,l3_implement_prediction_with_warmup,L3
prerequisite,l3_wrap_rnn_in_class,l3_train_rnn_epoch_with_state_management,L3
prerequisite,l3_compute_and_clip_gradients,l3_train_rnn_epoch_with_state_management,L3
has_resource,l1-11,res_lecture_rnn_scratch,Resource
has_resource,l1-11,res_code_rnn_scratch,Resource
has_resource,l1-11,res_video_rnn_scratch,Resource
contains,l1-11,l2_rnn_layer,L2
contains,l1-11,l2_hidden_state_initialization,L2
contains,l1-11,l2_rnn_output_interpretation,L2
contains,l1-11,l2_rnn_model_architecture,L2
contains,l2_rnn_layer,l3_define_rnn_layer_with_api,L3
contains,l2_hidden_state_initialization,l3_initialize_hidden_state_by_framework,L3
contains,l2_rnn_model_architecture,l3_construct_complete_rnn_model_class,L3
contains,l2_rnn_layer,l3_train_rnn_with_high_level_api,L3
prerequisite,l2_hidden_state_initialization,l2_rnn_layer,L2
prerequisite,l2_rnn_output_interpretation,l2_rnn_model_architecture,L2
prerequisite,l3_define_rnn_layer_with_api,l3_construct_complete_rnn_model_class,L3
prerequisite,l3_initialize_hidden_state_by_framework,l3_construct_complete_rnn_model_class,L3
has_resource,l1-11,res_lecture_循环神经网络的简洁实现,Resource
has_resource,l1-11,res_code_循环神经网络的简洁实现,Resource
has_resource,l1-11,res_video_循环神经网络的简洁实现,Resource
contains,l1-8,l2_text_preprocessing,L2
contains,l1-8,l2_tokenization,L2
contains,l1-8,l2_vocabulary,L2
contains,l2_text_preprocessing,l3_load_text_data,L3
contains,l2_text_preprocessing,l3_tokenize_into_words_or_chars,L3
contains,l2_text_preprocessing,l3_build_vocab_with_frequency_filtering,L3
contains,l2_text_preprocessing,l3_convert_tokens_to_indices,L3
contains,l2_text_preprocessing,l3_integrate_text_preprocessing_pipeline,L3
prerequisite,l3_load_text_data,l3_tokenize_into_words_or_chars,L3
prerequisite,l3_tokenize_into_words_or_chars,l3_build_vocab_with_frequency_filtering,L3
prerequisite,l3_build_vocab_with_frequency_filtering,l3_convert_tokens_to_indices,L3
prerequisite,l2_tokenization,l2_vocabulary,L2
has_resource,l2_text_preprocessing,res_lecture_文本预处理,Resource
has_resource,l2_text_preprocessing,res_code_文本预处理,Resource
has_resource,l2_text_preprocessing,res_video_文本预处理,Resource
contains,l1-8,l2_language_model,L2
contains,l1-8,l2_n_gram_model,L2
contains,l1-8,l2_laplace_smoothing,L2
contains,l1-8,l2_zipfs_law,L2
contains,l1-8,l2_stop_words,L2
contains,l1-8,l2_random_sampling,L2
contains,l1-8,l2_sequential_partitioning,L2
contains,l2_language_model,l3_estimate_unigram_probability,L3
contains,l2_language_model,l3_estimate_bigram_probability,L3
contains,l2_n_gram_model,l3_estimate_unigram_probability,L3
contains,l2_n_gram_model,l3_estimate_bigram_probability,L3
contains,l2_laplace_smoothing,l3_apply_laplace_smoothing_formula,L3
contains,l2_random_sampling,l3_generate_random_subsequences,L3
contains,l2_sequential_partitioning,l3_generate_sequential_subsequences,L3
contains,l2_language_model,l3_construct_vocab_from_corpus,L3
prerequisite,l2_stop_words,l2_language_model,L2
prerequisite,l2_zipfs_law,l2_language_model,L2
prerequisite,l2_n_gram_model,l2_language_model,L2
prerequisite,l2_laplace_smoothing,l2_n_gram_model,L2
prerequisite,l3_estimate_unigram_probability,l3_estimate_bigram_probability,L3
prerequisite,l3_construct_vocab_from_corpus,l3_estimate_unigram_probability,L3
has_resource,l1-8,res_lecture_语言模型和数据集,Resource
has_resource,l1-8,res_ppt_语言模型和数据集,Resource
has_resource,l1-8,res_code_语言模型和数据集,Resource
has_resource,l1-8,res_video_语言模型和数据集,Resource
contains,l1-11,l2_backpropagation_through_time,L2
contains,l1-11,l2_gradient_exploding,L2
contains,l1-11,l2_gradient_vanishing,L2
contains,l1-11,l2_truncated_bptt,L2
contains,l1-11,l2_random_truncation,L2
contains,l1-11,l2_computation_graph_for_rnn,L2
contains,l2_backpropagation_through_time,l3_full_bptt_computation,L3
contains,l2_truncated_bptt,l3_regular_truncation_strategy,L3
contains,l2_truncated_bptt,l3_gradient_detachment_in_rnn,L3
contains,l2_backpropagation_through_time,l3_recursive_gradient_calculation,L3
contains,l2_backpropagation_through_time,l3_weight_gradient_accumulation,L3
prerequisite,l2_computation_graph_for_rnn,l2_backpropagation_through_time,L2
prerequisite,l2_backpropagation_through_time,l2_gradient_exploding,L2
prerequisite,l2_backpropagation_through_time,l2_gradient_vanishing,L2
prerequisite,l2_truncated_bptt,l3_regular_truncation_strategy,L3
prerequisite,l3_regular_truncation_strategy,l3_gradient_detachment_in_rnn,L3
prerequisite,l2_backpropagation_through_time,l3_recursive_gradient_calculation,L3
prerequisite,l3_recursive_gradient_calculation,l3_weight_gradient_accumulation,L3
contains,l1-6,l2_bahdanau_attention,L2
contains,l1-6,l2_attention_decoder,L2
contains,l1-6,l2_context_vector,L2
contains,l1-6,l2_additive_attention,L2
contains,l2_bahdanau_attention,l3_implement_seq2seq_attention_decoder,L3
contains,l2_bahdanau_attention,l3_visualize_attention_weights,L3
contains,l2_attention_decoder,l3_train_attention_seq2seq_model,L3
prerequisite,l2_context_vector,l2_bahdanau_attention,L2
prerequisite,l2_additive_attention,l2_bahdanau_attention,L2
prerequisite,l2_bahdanau_attention,l3_implement_seq2seq_attention_decoder,L3
prerequisite,l3_implement_seq2seq_attention_decoder,l3_train_attention_seq2seq_model,L3
prerequisite,l3_implement_seq2seq_attention_decoder,l3_visualize_attention_weights,L3
has_resource,l2_bahdanau_attention,res_lecture_bahdanau_attention,Resource
has_resource,l2_attention_decoder,res_ppt_seq2seq_with_attention,Resource
has_resource,l3_implement_seq2seq_attention_decoder,res_code_seq2seq_with_attention,Resource
has_resource,l2_bahdanau_attention,res_video_seq2seq_with_attention,Resource
contains,l1-6,l2_multihead_attention,L2
contains,l1-6,l2_attention_head,L2
contains,l1-6,l2_linear_projection,L2
contains,l1-6,l2_scaled_dot_product_attention,L2
contains,l2_multihead_attention,l3_parallel_computation_of_heads,L3
contains,l2_multihead_attention,l3_transpose_qkv_implementation,L3
contains,l2_multihead_attention,l3_transpose_output_implementation,L3
contains,l2_multihead_attention,l3_multihead_attention_class_implementation,L3
prerequisite,l2_linear_projection,l2_multihead_attention,L2
prerequisite,l2_scaled_dot_product_attention,l2_multihead_attention,L2
prerequisite,l2_attention_head,l2_multihead_attention,L2
prerequisite,l3_transpose_qkv_implementation,l3_parallel_computation_of_heads,L3
prerequisite,l3_transpose_output_implementation,l3_parallel_computation_of_heads,L3
has_resource,l2_multihead_attention,res_lecture_多头注意力,Resource
has_resource,l2_multihead_attention,res_ppt_transformer,Resource
has_resource,l3_multihead_attention_class_implementation,res_code_transformer,Resource
has_resource,l2_multihead_attention,res_video_transformer,Resource
contains,l1-6,l2_attention_cues,L2
contains,l1-6,l2_non_voluntary_cue,L2
contains,l1-6,l2_voluntary_cue,L2
contains,l1-6,l2_query_key_value,L2
contains,l1-6,l2_attention_pooling,L2
contains,l2_attention_cues,l2_non_voluntary_cue,L2
contains,l2_attention_cues,l2_voluntary_cue,L2
contains,l2_query_key_value,l3_visualize_attention_weights,L3
contains,l2_attention_pooling,l3_generate_valid_attention_weights,L3
prerequisite,l2_non_voluntary_cue,l2_query_key_value,L2
prerequisite,l2_voluntary_cue,l2_query_key_value,L2
prerequisite,l2_query_key_value,l2_attention_pooling,L2
prerequisite,l2_attention_pooling,l3_visualize_attention_weights,L3
contains,l1-6,l2_attention_cues,L2
contains,l1-6,l2_attention_mechanism,L2
contains,l1-6,l2_attention_function,L2
contains,l1-6,l2_bahdanau_attention,L2
contains,l1-6,l2_self_attention,L2
contains,l1-6,l2_multi_head_attention,L2
contains,l1-6,l2_transformer_architecture,L2
contains,l2_attention_mechanism,l3_nadaraya_watson_kernel_regression,L3
contains,l2_attention_cues,l3_design_attention_models_with_cues,L3
contains,l2_bahdanau_attention,l3_implement_bahdanau_attention,L3
contains,l2_transformer_architecture,l3_build_transformer_with_multi_head_self_attention,L3
prerequisite,l2_attention_cues,l2_attention_mechanism,L2
prerequisite,l2_attention_mechanism,l2_attention_function,L2
prerequisite,l2_attention_function,l2_bahdanau_attention,L2
prerequisite,l2_self_attention,l2_multi_head_attention,L2
prerequisite,l2_multi_head_attention,l2_transformer_architecture,L2
has_resource,l1-6,res_lecture_attention_mechanism,Resource
has_resource,l1-6,res_ppt_attention_mechanism,Resource
has_resource,l1-6,res_code_attention_mechanism,Resource
has_resource,l1-6,res_video_attention_mechanism,Resource
contains,l1-6,l2_attention_pooling,L2
contains,l1-6,l2_nadaraya_watson_kernel_regression,L2
contains,l1-6,l2_nonparametric_attention_pooling,L2
contains,l1-6,l2_parametric_attention_pooling,L2
contains,l1-6,l2_gaussian_kernel,L2
contains,l1-6,l2_batch_matrix_multiplication,L2
contains,l2_attention_pooling,l3_compute_attention_weights_with_gaussian_kernel,L3
contains,l2_parametric_attention_pooling,l3_implement_parametric_nw_regression,L3
contains,l2_nadaraya_watson_kernel_regression,l3_prepare_key_value_pairs_for_training,L3
contains,l2_attention_pooling,l3_visualize_attention_weights_heatmap,L3
prerequisite,l2_gaussian_kernel,l2_nonparametric_attention_pooling,L2
prerequisite,l2_nonparametric_attention_pooling,l2_parametric_attention_pooling,L2
prerequisite,l2_batch_matrix_multiplication,l3_implement_parametric_nw_regression,L3
prerequisite,l2_attention_pooling,l3_compute_attention_weights_with_gaussian_kernel,L3
contains,l1-6,l2_attention_scoring_function,L2
contains,l1-6,l2_masked_softmax_operation,L2
contains,l1-6,l2_additive_attention,L2
contains,l1-6,l2_scaled_dot_product_attention,L2
contains,l2_masked_softmax_operation,l3_implement_masked_softmax,L3
contains,l2_additive_attention,l3_implement_additive_attention_layer,L3
contains,l2_scaled_dot_product_attention,l3_implement_scaled_dot_product_attention_layer,L3
prerequisite,l2_attention_scoring_function,l2_additive_attention,L2
prerequisite,l2_attention_scoring_function,l2_scaled_dot_product_attention,L2
prerequisite,l2_masked_softmax_operation,l2_additive_attention,L2
prerequisite,l2_masked_softmax_operation,l2_scaled_dot_product_attention,L2
has_resource,l2_attention_scoring_function,res_lecture_attention_scoring_functions,Resource
has_resource,l2_attention_scoring_function,res_ppt_attention_scores,Resource
has_resource,l2_attention_scoring_function,res_code_attention_scores,Resource
has_resource,l2_attention_scoring_function,res_video_attention_scores,Resource
contains,l1-6,l2_self_attention,L2
contains,l1-6,l2_positional_encoding,L2
contains,l2_self_attention,l3_multi_head_self_attention_implementation,L3
contains,l2_positional_encoding,l3_sinusoidal_positional_encoding_implementation,L3
has_resource,l2_self_attention,res_lecture_self_attention_and_positional_encoding,Resource
has_resource,l2_self_attention,res_ppt_self_attention_and_positional_encoding,Resource
has_resource,l2_self_attention,res_code_self_attention_and_positional_encoding,Resource
has_resource,l2_self_attention,res_video_self_attention_and_positional_encoding,Resource
has_resource,l2_positional_encoding,res_lecture_self_attention_and_positional_encoding,Resource
has_resource,l2_positional_encoding,res_ppt_self_attention_and_positional_encoding,Resource
has_resource,l2_positional_encoding,res_code_self_attention_and_positional_encoding,Resource
has_resource,l2_positional_encoding,res_video_self_attention_and_positional_encoding,Resource
contains,l1-10,l2_parameter_access,L2
contains,l1-10,l2_parameter_initialization,L2
contains,l1-10,l2_parameter_sharing,L2
contains,l2_parameter_access,l3_access_specific_layer_params,L3
contains,l2_parameter_access,l3_collect_all_parameters,L3
contains,l2_parameter_access,l3_access_nested_block_params,L3
contains,l2_parameter_initialization,l3_builtin_initialization,L3
contains,l2_parameter_initialization,l3_custom_initialization,L3
contains,l2_parameter_initialization,l3_direct_parameter_assignment,L3
contains,l2_parameter_sharing,l3_implement_parameter_binding,L3
prerequisite,l2_parameter_access,l2_parameter_initialization,L2
prerequisite,l2_parameter_access,l2_parameter_sharing,L2
prerequisite,l3_access_specific_layer_params,l3_collect_all_parameters,L3
prerequisite,l3_builtin_initialization,l3_custom_initialization,L3
has_resource,l2_parameter_access,res_lecture_parameter_management,Resource
has_resource,l2_parameter_initialization,res_lecture_parameter_management,Resource
has_resource,l2_parameter_sharing,res_lecture_parameter_management,Resource
has_resource,l2_parameter_access,res_code_parameter_management,Resource
has_resource,l2_parameter_initialization,res_code_parameter_management,Resource
has_resource,l2_parameter_sharing,res_code_parameter_management,Resource
has_resource,l2_parameter_access,res_video_parameter_management,Resource
has_resource,l2_parameter_initialization,res_video_parameter_management,Resource
has_resource,l2_parameter_sharing,res_video_parameter_management,Resource
contains,l1-10,l2_neural_network_layer,L2
contains,l1-10,l2_neural_network_block,L2
contains,l1-10,l2_sequential_block,L2
contains,l1-10,l2_custom_block,L2
contains,l1-10,l2_constant_parameter,L2
contains,l2_custom_block,l3_define_custom_block,L3
contains,l2_sequential_block,l3_implement_sequential_block,L3
contains,l2_custom_block,l3_use_control_flow_in_forward,L3
contains,l2_neural_network_layer,l3_share_layer_parameters,L3
contains,l2_neural_network_block,l3_nest_blocks_recursively,L3
prerequisite,l2_neural_network_layer,l2_neural_network_block,L2
prerequisite,l2_neural_network_block,l2_sequential_block,L2
prerequisite,l2_neural_network_block,l2_custom_block,L2
prerequisite,l2_custom_block,l3_use_control_flow_in_forward,L3
prerequisite,l2_neural_network_layer,l3_share_layer_parameters,L3
has_resource,l1-10,res_lecture_model_construction,Resource
has_resource,l1-10,res_code_model_construction,Resource
has_resource,l1-10,res_video_model_construction,Resource
contains,l1-10,l2_deferred_initialization,L2
contains,l2_deferred_initialization,l3_infer_layer_shapes_from_input,L3
contains,l2_deferred_initialization,l3_initialize_network_with_data_pass,L3
contains,l1-9,l2_model_construction,L2
contains,l1-9,l2_parameter_access_and_initialization,L2
contains,l1-9,l2_custom_layer_and_block_design,L2
contains,l1-9,l2_model_serialization,L2
contains,l1-9,l2_gpu_acceleration,L2
prerequisite,l2_model_construction,l2_custom_layer_and_block_design,L2
prerequisite,l2_parameter_access_and_initialization,l2_custom_layer_and_block_design,L2
contains,l1-10,l2_custom_layer,L2
contains,l1-10,l2_parameterless_layer,L2
contains,l1-10,l2_parametric_layer,L2
contains,l2_parameterless_layer,l3_implement_parameterless_custom_layer,L3
contains,l2_parametric_layer,l3_implement_parametric_custom_layer,L3
contains,l2_custom_layer,l3_integrate_custom_layer_into_model,L3
prerequisite,l2_parameterless_layer,l2_parametric_layer,L2
prerequisite,l3_implement_parameterless_custom_layer,l3_implement_parametric_custom_layer,L3
has_resource,l2_custom_layer,res_lecture_自定义层,Resource
has_resource,l2_custom_layer,res_code_自定义层,Resource
has_resource,l2_custom_layer,res_video_自定义层,Resource
contains,l1-9,l2_tensor_loading_and_saving,L2
contains,l1-9,l2_model_parameter_loading_and_saving,L2
contains,l2_tensor_loading_and_saving,l3_save_single_tensor,L3
contains,l2_tensor_loading_and_saving,l3_load_single_tensor,L3
contains,l2_tensor_loading_and_saving,l3_save_tensor_list,L3
contains,l2_tensor_loading_and_saving,l3_load_tensor_list,L3
contains,l2_tensor_loading_and_saving,l3_save_tensor_dict,L3
contains,l2_tensor_loading_and_saving,l3_load_tensor_dict,L3
contains,l2_model_parameter_loading_and_saving,l3_save_model_parameters,L3
contains,l2_model_parameter_loading_and_saving,l3_load_model_parameters,L3
prerequisite,l2_tensor_loading_and_saving,l2_model_parameter_loading_and_saving,L2
has_resource,l1-9,res_lecture_read_write_file,Resource
has_resource,l1-9,res_code_read_write_file,Resource
has_resource,l1-9,res_video_read_write_file,Resource
contains,l1-12,l2_vgg_block,L2
contains,l1-12,l2_vgg_network,L2
contains,l1-12,l2_small_vgg_variant,L2
contains,l2_vgg_block,l3_implement_vgg_block,L3
contains,l2_vgg_network,l3_construct_vgg_network,L3
contains,l2_vgg_network,l3_analyze_layer_output_shapes,L3
contains,l2_small_vgg_variant,l3_train_vgg_on_fashion_mnist,L3
prerequisite,l2_vgg_block,l2_vgg_network,L2
prerequisite,l3_implement_vgg_block,l3_construct_vgg_network,L3
has_resource,l2_vgg_block,res_lecture_使用块的网络_vgg,Resource
has_resource,l2_vgg_network,res_lecture_使用块的网络_vgg,Resource
has_resource,l2_vgg_block,res_ppt_使用块的网络_vgg,Resource
has_resource,l2_vgg_network,res_ppt_使用块的网络_vgg,Resource
has_resource,l3_implement_vgg_block,res_code_使用块的网络_vgg,Resource
has_resource,l3_construct_vgg_network,res_code_使用块的网络_vgg,Resource
has_resource,l1-12,res_video_使用块的网络_vgg,Resource
contains,l1-12,l2_inception_block,L2
contains,l1-12,l2_googlenet_architecture,L2
contains,l1-12,l2_multi_scale_convolution,L2
contains,l1-12,l2_global_average_pooling,L2
contains,l2_inception_block,l3_implement_inception_block,L3
contains,l2_googlenet_architecture,l3_construct_googlenet,L3
contains,l2_inception_block,l3_channel_reduction_with_1x1,L3
prerequisite,l2_multi_scale_convolution,l2_inception_block,L2
prerequisite,l2_global_average_pooling,l2_googlenet_architecture,L2
prerequisite,l2_inception_block,l2_googlenet_architecture,L2
prerequisite,l3_channel_reduction_with_1x1,l3_implement_inception_block,L3
has_resource,l2_inception_block,res_lecture_googlenet,Resource
has_resource,l2_inception_block,res_ppt_googlenet,Resource
has_resource,l2_inception_block,res_code_googlenet,Resource
has_resource,l2_inception_block,res_video_googlenet,Resource
has_resource,l2_googlenet_architecture,res_lecture_googlenet,Resource
has_resource,l2_googlenet_architecture,res_ppt_googlenet,Resource
has_resource,l2_googlenet_architecture,res_code_googlenet,Resource
has_resource,l2_googlenet_architecture,res_video_googlenet,Resource
contains,l1-12,l2_batch_normalization,L2
contains,l1-12,l2_internal_covariate_shift,L2
contains,l1-12,l2_training_vs_inference_mode,L2
contains,l2_batch_normalization,l3_bn_implementation_fully_connected,L3
contains,l2_batch_normalization,l3_bn_implementation_convolutional,L3
contains,l2_batch_normalization,l3_moving_average_update,L3
contains,l2_batch_normalization,l3_from_scratch_bn_layer,L3
prerequisite,l2_training_vs_inference_mode,l3_from_scratch_bn_layer,L3
prerequisite,l3_bn_implementation_fully_connected,l3_from_scratch_bn_layer,L3
prerequisite,l3_bn_implementation_convolutional,l3_from_scratch_bn_layer,L3
has_resource,l2_batch_normalization,res_lecture_batch_normalization,Resource
has_resource,l2_batch_normalization,res_ppt_batch_normalization,Resource
has_resource,l3_from_scratch_bn_layer,res_code_batch_normalization,Resource
has_resource,l2_batch_normalization,res_video_batch_normalization,Resource
contains,l1-12,l2_residual_network,L2
contains,l1-12,l2_residual_block,L2
contains,l1-12,l2_identity_mapping,L2
contains,l1-12,l2_nested_function_class,L2
contains,l2_residual_block,l3_implement_residual_block_with_1x1_conv,L3
contains,l2_residual_network,l3_construct_resnet_18_architecture,L3
contains,l2_residual_network,l3_train_resnet_on_fashion_mnist,L3
prerequisite,l2_identity_mapping,l2_residual_network,L2
prerequisite,l2_nested_function_class,l2_residual_network,L2
prerequisite,l2_residual_block,l3_construct_resnet_18_architecture,L3
prerequisite,l3_construct_resnet_18_architecture,l3_train_resnet_on_fashion_mnist,L3
has_resource,l2_residual_network,res_lecture_残差网络_resnet,Resource
has_resource,l2_residual_network,res_ppt_残差网络_resnet,Resource
has_resource,l2_residual_network,res_code_残差网络_resnet,Resource
has_resource,l2_residual_network,res_video_残差网络_resnet,Resource
contains,l1-12,l2_alexnet_architecture,L2
contains,l1-12,l2_relu_activation,L2
contains,l1-12,l2_dropout_regularization,L2
contains,l1-12,l2_data_augmentation,L2
contains,l1-12,l2_gpu_acceleration,L2
contains,l1-12,l2_imagenet_dataset,L2
contains,l2_alexnet_architecture,l3_alexnet_layer_configuration,L3
contains,l2_alexnet_architecture,l3_dual_gpu_implementation,L3
contains,l2_data_augmentation,l3_image_resizing_for_alexnet,L3
prerequisite,l2_relu_activation,l2_alexnet_architecture,L2
prerequisite,l2_dropout_regularization,l2_alexnet_architecture,L2
prerequisite,l2_imagenet_dataset,l2_alexnet_architecture,L2
prerequisite,l2_gpu_acceleration,l2_alexnet_architecture,L2
has_resource,l1-12,res_lecture_深度卷积神经网络_alexnet,Resource
has_resource,l1-12,res_ppt_深度卷积神经网络_alexnet,Resource
has_resource,l1-12,res_code_深度卷积神经网络_alexnet,Resource
has_resource,l1-12,res_video_深度卷积神经网络_alexnet,Resource
contains,l1-12,l2_alexnet,L2
contains,l1-12,l2_vgg,L2
contains,l1-12,l2_nin,L2
contains,l1-12,l2_googlenet,L2
contains,l1-12,l2_resnet,L2
contains,l1-12,l2_densenet,L2
contains,l1-12,l2_batch_normalization,L2
contains,l1-12,l2_densenet,L2
contains,l1-12,l2_dense_block,L2
contains,l1-12,l2_transition_layer,L2
contains,l1-12,l2_growth_rate,L2
contains,l2_dense_block,l3_implement_dense_block,L3
contains,l2_transition_layer,l3_implement_transition_layer,L3
contains,l2_densenet,l3_construct_densenet_model,L3
prerequisite,l2_growth_rate,l2_dense_block,L2
prerequisite,l2_dense_block,l3_construct_densenet_model,L3
prerequisite,l2_transition_layer,l3_construct_densenet_model,L3
contains,l1-12,l2_nin_block,L2
contains,l1-12,l2_global_average_pooling,L2
contains,l1-12,l2_1x1_convolution,L2
contains,l2_nin_block,l3_construct_nin_block,L3
contains,l2_global_average_pooling,l3_replace_fully_connected_with_gap,L3
contains,l2_nin_block,l3_analyze_nin_parameter_efficiency,L3
prerequisite,l2_1x1_convolution,l2_nin_block,L2
prerequisite,l2_nin_block,l2_global_average_pooling,L2
has_resource,l2_nin_block,res_lecture_网络中的网络_nin,Resource
has_resource,l2_nin_block,res_ppt_网络中的网络_nin,Resource
has_resource,l3_construct_nin_block,res_code_网络中的网络_nin,Resource
has_resource,l2_nin_block,res_video_网络中的网络_nin,Resource
contains,l1-11,l2_bidirectional_rnn,L2
contains,l1-11,l2_forward_recursion,L2
contains,l1-11,l2_backward_recursion,L2
contains,l1-11,l2_hidden_markov_model,L2
contains,l2_bidirectional_rnn,l3_bidirectional_lstm_implementation,L3
contains,l2_hidden_markov_model,l3_dynamic_programming_in_hmm,L3
contains,l2_bidirectional_rnn,l3_bidirectional_hidden_state_concatenation,L3
prerequisite,l2_forward_recursion,l2_bidirectional_rnn,L2
prerequisite,l2_backward_recursion,l2_bidirectional_rnn,L2
prerequisite,l2_hidden_markov_model,l2_bidirectional_rnn,L2
has_resource,l2_bidirectional_rnn,res_lecture_bidirectional_recurrent_neural_network,Resource
has_resource,l2_bidirectional_rnn,res_ppt_bidirectional_recurrent_neural_network,Resource
has_resource,l2_bidirectional_rnn,res_code_bidirectional_recurrent_neural_network,Resource
has_resource,l2_bidirectional_rnn,res_video_bidirectional_recurrent_neural_network,Resource
contains,l1-11,l2_seq2seq_model,L2
contains,l1-11,l2_encoder_decoder_architecture,L2
contains,l1-11,l2_rnn_encoder,L2
contains,l1-11,l2_rnn_decoder,L2
contains,l1-11,l2_teacher_forcing,L2
contains,l1-11,l2_masked_softmax_ce_loss,L2
contains,l1-11,l2_bleu_score,L2
contains,l2_seq2seq_model,l3_implement_seq2seq_encoder,L3
contains,l2_seq2seq_model,l3_implement_seq2seq_decoder,L3
contains,l2_masked_softmax_ce_loss,l3_sequence_masking,L3
contains,l2_teacher_forcing,l3_train_seq2seq_with_teacher_forcing,L3
contains,l2_seq2seq_model,l3_predict_seq2seq_autoregressively,L3
contains,l2_bleu_score,l3_compute_bleu_score,L3
prerequisite,l2_encoder_decoder_architecture,l2_seq2seq_model,L2
prerequisite,l2_rnn_encoder,l2_rnn_decoder,L2
prerequisite,l2_rnn_encoder,l3_implement_seq2seq_encoder,L3
prerequisite,l2_rnn_decoder,l3_implement_seq2seq_decoder,L3
prerequisite,l3_sequence_masking,l3_train_seq2seq_with_teacher_forcing,L3
has_resource,l2_seq2seq_model,res_lecture_seq2seq,Resource
has_resource,l2_seq2seq_model,res_ppt_seq2seq,Resource
has_resource,l3_implement_seq2seq_encoder,res_code_seq2seq,Resource
has_resource,l3_implement_seq2seq_decoder,res_code_seq2seq,Resource
has_resource,l2_seq2seq_model,res_video_seq2seq,Resource
contains,l1-8,l2_machine_translation,L2
contains,l1-8,l2_sequence_transduction,L2
contains,l1-8,l2_statistical_machine_translation,L2
contains,l1-8,l2_neural_machine_translation,L2
contains,l1-8,l2_tokenization,L2
contains,l1-8,l2_vocabulary_construction,L2
contains,l2_machine_translation,l3_download_and_preprocess_dataset,L3
contains,l2_machine_translation,l3_tokenize_nmt_data,L3
contains,l2_machine_translation,l3_truncate_and_pad_sequences,L3
contains,l2_machine_translation,l3_build_nmt_arrays,L3
contains,l2_machine_translation,l3_load_nmt_dataloader,L3
contains,l2_tokenization,l3_tokenize_nmt_data,L3
contains,l2_vocabulary_construction,l3_build_nmt_arrays,L3
prerequisite,l2_machine_translation,l2_sequence_transduction,L2
prerequisite,l2_statistical_machine_translation,l2_neural_machine_translation,L2
prerequisite,l3_download_and_preprocess_dataset,l3_tokenize_nmt_data,L3
prerequisite,l3_tokenize_nmt_data,l3_build_nmt_arrays,L3
prerequisite,l3_truncate_and_pad_sequences,l3_build_nmt_arrays,L3
prerequisite,l3_build_nmt_arrays,l3_load_nmt_dataloader,L3
has_resource,l2_machine_translation,res_lecture_machine_translation_and_dataset,Resource
has_resource,l2_machine_translation,res_code_machine_translation_and_dataset,Resource
has_resource,l2_machine_translation,res_video_machine_translation_and_dataset,Resource
contains,l1-8,l2_greedy_search,L2
contains,l1-8,l2_exhaustive_search,L2
contains,l1-8,l2_beam_search,L2
contains,l1-8,l2_beam_width,L2
contains,l1-8,l2_length_normalization,L2
contains,l2_beam_search,l3_beam_search_algorithm,L3
contains,l2_length_normalization,l3_sequence_scoring_with_normalization,L3
prerequisite,l2_greedy_search,l2_beam_search,L2
prerequisite,l2_exhaustive_search,l2_beam_search,L2
prerequisite,l2_beam_width,l3_beam_search_algorithm,L3
prerequisite,l2_length_normalization,l3_beam_search_algorithm,L3
has_resource,l2_beam_search,res_lecture_beam_search,Resource
has_resource,l2_beam_search,res_ppt_beam_search,Resource
has_resource,l2_beam_search,res_video_beam_search,Resource
contains,l1-11,l2_deep_recurrent_neural_network,L2
contains,l1-11,l2_hidden_state_propagation,L2
contains,l1-11,l2_deep_lstm,L2
contains,l1-11,l2_deep_gru,L2
contains,l2_deep_recurrent_neural_network,l3_implement_deep_rnn_with_api,L3
contains,l2_deep_recurrent_neural_network,l3_configure_hyperparameters_for_deep_rnn,L3
